distancia_cm,voltaje_v
8.00,0.6399
8.00,0.6326
8.00,0.6358
8.00,0.6455
8.00,0.6366
8.00,0.6431
8.00,0.6390
8.00,0.6374
8.00,0.6382
8.00,0.6374
8.00,0.6407
8.00,0.6423
8.00,0.6519
8.00,0.6294
8.50,0.6036
8.50,0.6004
8.50,0.6004
8.50,0.6036
8.50,0.6036
8.50,0.6084
8.50,0.6036
8.50,0.6004
8.50,0.6100
8.50,0.6020
8.50,0.6044
8.50,0.6052
8.50,0.6036
8.50,0.6020
8.50,0.5988
8.50,0.6004
8.50,0.6012
8.50,0.5988
8.50,0.5979
8.50,0.5971
8.50,0.6044
8.50,0.6052
8.50,0.5947
8.50,0.6020
8.50,0.5963
8.50,0.6020
8.50,0.6028
8.50,0.6036
8.50,0.6141
8.50,0.6125
8.50,0.6133
8.50,0.6004
8.50,0.6165
8.50,0.5988
8.50,0.5996
8.50,0.6020
8.50,0.5923
8.50,0.5955
8.50,0.5979
8.50,0.6036
8.50,0.6036
8.50,0.6004
8.50,0.6286
8.50,0.6004
8.50,0.6052
8.50,0.6004
8.50,0.5988
8.50,0.6133
8.50,0.5988
8.50,0.5988
8.50,0.6084
8.50,0.6286
8.50,0.5971
8.50,0.6052
8.50,0.6084
8.50,0.5996
8.50,0.6036
8.50,0.6036
8.50,0.5988
8.50,0.5988
8.50,0.6036
8.50,0.6020
8.50,0.5988
8.50,0.6020
8.50,0.6020
8.50,0.6052
8.50,0.6028
8.50,0.5939
8.50,0.6004
8.50,0.5988
8.50,0.6020
8.50,0.6036
8.50,0.6084
8.50,0.6084
8.50,0.6028
8.50,0.6036
8.50,0.6012
8.50,0.6004
8.50,0.6036
8.50,0.6004
8.50,0.5996
8.50,0.6020
8.50,0.6149
8.50,0.6004
8.50,0.6012
8.50,0.5988
8.50,0.6004
8.50,0.5891
8.50,0.6052
8.50,0.6044
8.50,0.6012
8.50,0.6036
8.50,0.6004
8.50,0.6133
8.50,0.6052
8.50,0.6004
8.50,0.6012
8.50,0.6133
8.50,0.6004
8.50,0.6036
9.00,0.5834
9.00,0.5810
9.00,0.5859
9.00,0.5778
9.00,0.5875
9.00,0.5875
9.00,0.5859
9.00,0.5778
9.00,0.5842
9.00,0.5842
9.00,0.5875
9.00,0.5859
9.00,0.5818
9.00,0.5786
9.00,0.5778
9.00,0.5842
9.00,0.5834
9.00,0.5762
9.00,0.5834
9.00,0.5939
9.00,0.5826
9.00,0.5794
9.00,0.5842
9.00,0.5996
9.00,0.5834
9.00,0.5859
9.00,0.5907
9.00,0.5971
9.00,0.5762
9.00,0.5859
9.00,0.5851
9.00,0.5955
9.00,0.5891
9.00,0.6052
9.00,0.5875
9.00,0.5802
9.00,0.5875
9.00,0.5971
9.00,0.5762
9.00,0.5867
9.00,0.5794
9.00,0.5955
9.00,0.5786
9.00,0.5754
9.00,0.5842
9.00,0.5867
9.00,0.5875
9.00,0.5778
9.00,0.5778
9.00,0.5891
9.00,0.5842
9.00,0.5875
9.00,0.5883
9.00,0.5778
9.00,0.5988
9.00,0.5867
9.00,0.5859
9.00,0.5875
9.00,0.5810
9.00,0.5891
9.00,0.5875
9.00,0.5859
9.00,0.5923
9.00,0.5859
9.00,0.5842
9.00,0.5778
9.00,0.5786
9.00,0.5867
9.00,0.5834
9.00,0.5834
9.00,0.5859
9.00,0.5842
9.00,0.5979
9.00,0.5842
9.00,0.5891
9.00,0.5923
9.00,0.5842
9.00,0.5842
9.00,0.5842
9.00,0.5851
9.00,0.5834
9.00,0.5859
9.00,0.5818
9.00,0.5834
9.00,0.5826
9.00,0.5923
9.00,0.5842
9.00,0.5851
9.00,0.5818
9.00,0.5859
9.00,0.5810
9.00,0.5826
9.00,0.5826
9.00,0.5907
9.00,0.5955
9.00,0.5891
9.00,0.5730
9.00,0.5810
9.00,0.5875
9.00,0.5859
9.50,0.5407
9.50,0.5407
9.50,0.5585
9.50,0.5464
9.50,0.5456
9.50,0.5407
9.50,0.5440
9.50,0.5391
9.50,0.5407
9.50,0.5496
9.50,0.5488
9.50,0.5480
9.50,0.5480
9.50,0.5464
9.50,0.5440
9.50,0.5512
9.50,0.5528
9.50,0.5407
9.50,0.5399
9.50,0.5399
9.50,0.5496
9.50,0.5440
9.50,0.5391
9.50,0.5480
9.50,0.5391
9.50,0.5456
9.50,0.5512
9.50,0.5440
9.50,0.5423
9.50,0.5504
9.50,0.5472
9.50,0.5488
9.50,0.5456
9.50,0.5407
9.50,0.5480
9.50,0.5440
9.50,0.5391
9.50,0.5375
9.50,0.5440
9.50,0.5488
9.50,0.5432
9.50,0.5440
9.50,0.5399
9.50,0.5536
9.50,0.5496
9.50,0.5520
9.50,0.5415
9.50,0.5520
9.50,0.5512
9.50,0.5536
9.50,0.5423
9.50,0.5472
9.50,0.5617
9.50,0.5440
9.50,0.5472
9.50,0.5472
9.50,0.5577
9.50,0.5407
9.50,0.5415
9.50,0.5440
9.50,0.5480
9.50,0.5496
9.50,0.5432
9.50,0.5464
9.50,0.5415
9.50,0.5480
9.50,0.5464
9.50,0.5601
9.50,0.5472
9.50,0.5488
9.50,0.5504
9.50,0.5633
9.50,0.5375
9.50,0.5407
9.50,0.5601
9.50,0.5520
9.50,0.5432
9.50,0.5448
9.50,0.5391
9.50,0.5399
9.50,0.5456
9.50,0.5472
9.50,0.5496
9.50,0.5472
9.50,0.5536
9.50,0.5520
9.50,0.5577
9.50,0.5351
9.50,0.5464
9.50,0.5496
9.50,0.5601
9.50,0.5440
9.50,0.5480
9.50,0.5472
9.50,0.5488
9.50,0.5464
9.50,0.5504
9.50,0.5536
9.50,0.5440
9.50,0.5472
10.00,0.5448
10.00,0.5375
10.00,0.5375
10.00,0.5407
10.00,0.5456
10.00,0.5415
10.00,0.5456
10.00,0.5440
10.00,0.5448
10.00,0.5488
10.00,0.5456
10.00,0.5415
10.00,0.5407
10.00,0.5568
10.00,0.5456
10.00,0.5472
10.00,0.5440
10.00,0.5617
10.00,0.5456
10.00,0.5472
10.00,0.5456
10.00,0.5601
10.00,0.5440
10.00,0.5375
10.00,0.5488
10.00,0.5520
10.00,0.5512
10.00,0.5375
10.00,0.5391
10.00,0.5440
10.00,0.5480
10.00,0.5456
10.00,0.5456
10.00,0.5375
10.00,0.5480
10.00,0.5456
10.00,0.5512
10.00,0.5649
10.00,0.5456
10.00,0.5504
10.00,0.5407
10.00,0.5617
10.00,0.5504
10.00,0.5568
10.00,0.5472
10.00,0.5456
10.00,0.5415
10.00,0.5504
10.00,0.5488
10.00,0.5472
10.00,0.5391
10.00,0.5456
10.00,0.5456
10.00,0.5480
10.00,0.5472
10.00,0.5440
10.00,0.5367
10.00,0.5568
10.00,0.5456
10.00,0.5488
10.00,0.5440
10.00,0.5585
10.00,0.5440
10.00,0.5528
10.00,0.5456
10.00,0.5480
10.00,0.5391
10.00,0.5464
10.00,0.5472
10.00,0.5488
10.00,0.5480
10.00,0.5407
10.00,0.5585
10.00,0.5432
10.00,0.5440
10.00,0.5456
10.00,0.5472
10.00,0.5375
10.00,0.5407
10.00,0.5464
10.00,0.5536
10.00,0.5456
10.00,0.5407
10.00,0.5440
10.00,0.5480
10.00,0.5456
10.00,0.5472
10.00,0.5423
10.00,0.5472
10.00,0.5609
10.00,0.5456
10.00,0.5440
10.00,0.5472
10.00,0.5520
10.00,0.5512
10.00,0.5375
10.00,0.5456
10.00,0.5504
10.00,0.5488
10.00,0.5472
10.50,0.5214
10.50,0.5069
10.50,0.5149
10.50,0.5270
10.50,0.5004
10.50,0.5085
10.50,0.5085
10.50,0.5230
10.50,0.5069
10.50,0.5077
10.50,0.5069
10.50,0.5053
10.50,0.5069
10.50,0.5077
10.50,0.5077
10.50,0.5053
10.50,0.5077
10.50,0.5117
10.50,0.5069
10.50,0.5093
10.50,0.5061
10.50,0.5158
10.50,0.5077
10.50,0.5262
10.50,0.5021
10.50,0.5133
10.50,0.5069
10.50,0.5021
10.50,0.5109
10.50,0.5069
10.50,0.5021
10.50,0.5021
10.50,0.5069
10.50,0.5053
10.50,0.5214
10.50,0.5085
10.50,0.5141
10.50,0.5053
10.50,0.5053
10.50,0.5109
10.50,0.5141
10.50,0.5085
10.50,0.5069
10.50,0.4811
10.50,0.5109
10.50,0.5037
10.50,0.5101
10.50,0.5029
10.50,0.5053
10.50,0.5101
10.50,0.5117
10.50,0.5045
10.50,0.5069
10.50,0.5053
10.50,0.5198
10.50,0.5133
10.50,0.5101
10.50,0.5069
10.50,0.5077
10.50,0.5158
10.50,0.5069
10.50,0.5053
10.50,0.5069
10.50,0.5004
10.50,0.5117
10.50,0.5069
10.50,0.5238
10.50,0.5004
10.50,0.5004
10.50,0.5117
10.50,0.5085
10.50,0.5117
10.50,0.5085
10.50,0.4988
10.50,0.5021
10.50,0.5133
10.50,0.5093
10.50,0.5053
10.50,0.5117
10.50,0.5053
10.50,0.5093
10.50,0.5085
10.50,0.5198
10.50,0.5133
10.50,0.5053
10.50,0.5053
10.50,0.5262
10.50,0.4972
10.50,0.5053
10.50,0.5133
10.50,0.5125
10.50,0.4996
10.50,0.5117
10.50,0.5069
10.50,0.5085
10.50,0.5101
10.50,0.5093
10.50,0.5125
10.50,0.5117
10.50,0.5021
11.00,0.4634
11.00,0.4763
11.00,0.4682
11.00,0.4682
11.00,0.4634
11.00,0.4674
11.00,0.4730
11.00,0.4706
11.00,0.4738
11.00,0.4682
11.00,0.4706
11.00,0.4763
11.00,0.4763
11.00,0.4714
11.00,0.4747
11.00,0.4827
11.00,0.4755
11.00,0.4730
11.00,0.4730
11.00,0.4827
11.00,0.4634
11.00,0.4940
11.00,0.4706
11.00,0.4795
11.00,0.4634
11.00,0.4666
11.00,0.4755
11.00,0.4755
11.00,0.4706
11.00,0.4714
11.00,0.4747
11.00,0.4738
11.00,0.4698
11.00,0.4827
11.00,0.4714
11.00,0.4730
11.00,0.4714
11.00,0.4795
11.00,0.4706
11.00,0.4698
11.00,0.4714
11.00,0.4714
11.00,0.4747
11.00,0.4738
11.00,0.4634
11.00,0.4747
11.00,0.4714
11.00,0.4779
11.00,0.4795
11.00,0.4730
11.00,0.4698
11.00,0.4714
11.00,0.4875
11.00,0.4730
11.00,0.4698
11.00,0.4706
11.00,0.4690
11.00,0.4714
11.00,0.4747
11.00,0.4730
11.00,0.4795
11.00,0.4714
11.00,0.4730
11.00,0.4924
11.00,0.4682
11.00,0.4698
11.00,0.4682
11.00,0.4698
11.00,0.4747
11.00,0.4763
11.00,0.4730
11.00,0.4722
11.00,0.4706
11.00,0.4747
11.00,0.4682
11.00,0.4747
11.00,0.4730
11.00,0.4722
11.00,0.4827
11.00,0.4714
11.00,0.4747
11.00,0.4698
11.00,0.4618
11.00,0.4698
11.00,0.4763
11.00,0.4763
11.00,0.4730
11.00,0.4682
11.00,0.4722
11.00,0.4714
11.00,0.4738
11.00,0.4674
11.00,0.4747
11.00,0.4730
11.00,0.4698
11.00,0.4730
11.00,0.4843
11.00,0.4714
11.00,0.4706
11.00,0.4722
11.50,0.4682
11.50,0.4698
11.50,0.4634
11.50,0.4714
11.50,0.4714
11.50,0.4747
11.50,0.4682
11.50,0.4755
11.50,0.4747
11.50,0.4698
11.50,0.4618
11.50,0.4642
11.50,0.4730
11.50,0.4763
11.50,0.4730
11.50,0.4618
11.50,0.4690
11.50,0.4811
11.50,0.4722
11.50,0.4706
11.50,0.4722
11.50,0.4875
11.50,0.4714
11.50,0.4730
11.50,0.4730
11.50,0.4827
11.50,0.4642
11.50,0.4626
11.50,0.4706
11.50,0.4795
11.50,0.4634
11.50,0.4698
11.50,0.4738
11.50,0.4730
11.50,0.4674
11.50,0.4730
11.50,0.4618
11.50,0.4698
11.50,0.4730
11.50,0.4674
11.50,0.4738
11.50,0.4811
11.50,0.4730
11.50,0.4634
11.50,0.4682
11.50,0.4795
11.50,0.4618
11.50,0.4698
11.50,0.4682
11.50,0.4763
11.50,0.4730
11.50,0.4698
11.50,0.4698
11.50,0.4698
11.50,0.4674
11.50,0.4682
11.50,0.4738
11.50,0.4706
11.50,0.4698
11.50,0.4730
11.50,0.4795
11.50,0.4666
11.50,0.4618
11.50,0.4706
11.50,0.4714
11.50,0.4618
11.50,0.4714
11.50,0.4666
11.50,0.4714
11.50,0.4722
11.50,0.4698
11.50,0.4601
11.50,0.4714
11.50,0.4722
11.50,0.4666
11.50,0.4698
11.50,0.4698
11.50,0.4674
11.50,0.4730
11.50,0.4682
11.50,0.4601
11.50,0.4698
11.50,0.4698
11.50,0.4730
11.50,0.4722
11.50,0.4618
11.50,0.4698
11.50,0.4730
11.50,0.4747
11.50,0.4642
11.50,0.4634
11.50,0.4803
11.50,0.4714
11.50,0.4634
11.50,0.4698
11.50,0.4698
11.50,0.4698
11.50,0.4706
11.50,0.4682
11.50,0.4682
12.00,0.4545
12.00,0.4505
12.00,0.4416
12.00,0.4456
12.00,0.4561
12.00,0.4521
12.00,0.4416
12.00,0.4505
12.00,0.4473
12.00,0.4473
12.00,0.4497
12.00,0.4505
12.00,0.4553
12.00,0.4706
12.00,0.4569
12.00,0.4473
12.00,0.4545
12.00,0.4618
12.00,0.4456
12.00,0.4464
12.00,0.4505
12.00,0.4626
12.00,0.4456
12.00,0.4456
12.00,0.4473
12.00,0.4473
12.00,0.4440
12.00,0.4456
12.00,0.4553
12.00,0.4456
12.00,0.4424
12.00,0.4505
12.00,0.4489
12.00,0.4473
12.00,0.4489
12.00,0.4593
12.00,0.4553
12.00,0.4360
12.00,0.4489
12.00,0.4577
12.00,0.4456
12.00,0.4384
12.00,0.4481
12.00,0.4521
12.00,0.4537
12.00,0.4489
12.00,0.4473
12.00,0.4456
12.00,0.4505
12.00,0.4569
12.00,0.4618
12.00,0.4473
12.00,0.4601
12.00,0.4489
12.00,0.4505
12.00,0.4545
12.00,0.4698
12.00,0.4473
12.00,0.4553
12.00,0.4464
12.00,0.4618
12.00,0.4440
12.00,0.4505
12.00,0.4505
12.00,0.4464
12.00,0.4456
12.00,0.4553
12.00,0.4464
12.00,0.4473
12.00,0.4464
12.00,0.4440
12.00,0.4464
12.00,0.4456
12.00,0.4505
12.00,0.4513
12.00,0.4505
12.00,0.4537
12.00,0.4489
12.00,0.4489
12.00,0.4489
12.00,0.4392
12.00,0.4473
12.00,0.4489
12.00,0.4537
12.00,0.4497
12.00,0.4513
12.00,0.4473
12.00,0.4456
12.00,0.4481
12.00,0.4505
12.00,0.4473
12.00,0.4601
12.00,0.4473
12.00,0.4505
12.00,0.4513
12.00,0.4585
12.00,0.4464
12.00,0.4505
12.00,0.4456
12.00,0.4489
12.50,0.4456
12.50,0.4295
12.50,0.4327
12.50,0.4327
12.50,0.4344
12.50,0.4327
12.50,0.4231
12.50,0.4392
12.50,0.4336
12.50,0.4271
12.50,0.4319
12.50,0.4295
12.50,0.4327
12.50,0.4376
12.50,0.4327
12.50,0.4311
12.50,0.4311
12.50,0.4311
12.50,0.4400
12.50,0.4424
12.50,0.4263
12.50,0.4287
12.50,0.4295
12.50,0.4505
12.50,0.4231
12.50,0.4279
12.50,0.4360
12.50,0.4295
12.50,0.4311
12.50,0.4215
12.50,0.4295
12.50,0.4319
12.50,0.4295
12.50,0.4319
12.50,0.4352
12.50,0.4448
12.50,0.4287
12.50,0.4352
12.50,0.4311
12.50,0.4481
12.50,0.4311
12.50,0.4344
12.50,0.4295
12.50,0.4327
12.50,0.4344
12.50,0.4295
12.50,0.4384
12.50,0.4319
12.50,0.4311
12.50,0.4319
12.50,0.4271
12.50,0.4327
12.50,0.4440
12.50,0.4279
12.50,0.4344
12.50,0.4279
12.50,0.4327
12.50,0.4336
12.50,0.4311
12.50,0.4223
12.50,0.4295
12.50,0.4295
12.50,0.4295
12.50,0.4327
12.50,0.4279
12.50,0.4327
12.50,0.4287
12.50,0.4279
12.50,0.4295
12.50,0.4118
12.50,0.4376
12.50,0.4311
12.50,0.4352
12.50,0.4303
12.50,0.4416
12.50,0.4344
12.50,0.4408
12.50,0.4327
12.50,0.4416
12.50,0.4311
12.50,0.4279
12.50,0.4287
12.50,0.4311
12.50,0.4295
12.50,0.4344
12.50,0.4215
12.50,0.4311
12.50,0.4360
12.50,0.4279
12.50,0.4319
12.50,0.4295
12.50,0.4319
12.50,0.4311
12.50,0.4408
12.50,0.4263
12.50,0.4344
12.50,0.4295
12.50,0.4344
12.50,0.4336
12.50,0.4279
13.00,0.3933
13.00,0.4102
13.00,0.4150
13.00,0.4086
13.00,0.4062
13.00,0.4053
13.00,0.4062
13.00,0.4174
13.00,0.4295
13.00,0.4070
13.00,0.4037
13.00,0.4110
13.00,0.4271
13.00,0.4053
13.00,0.4182
13.00,0.4086
13.00,0.4182
13.00,0.4102
13.00,0.4102
13.00,0.4102
13.00,0.4053
13.00,0.4086
13.00,0.4166
13.00,0.4118
13.00,0.4037
13.00,0.4053
13.00,0.4070
13.00,0.4086
13.00,0.4190
13.00,0.4086
13.00,0.4166
13.00,0.4094
13.00,0.4102
13.00,0.4102
13.00,0.4053
13.00,0.4199
13.00,0.4126
13.00,0.4215
13.00,0.4037
13.00,0.4070
13.00,0.4190
13.00,0.4174
13.00,0.4118
13.00,0.4086
13.00,0.4110
13.00,0.4166
13.00,0.4190
13.00,0.4086
13.00,0.4319
13.00,0.4086
13.00,0.4062
13.00,0.4239
13.00,0.4263
13.00,0.4062
13.00,0.4070
13.00,0.4070
13.00,0.4094
13.00,0.4037
13.00,0.4037
13.00,0.4053
13.00,0.4070
13.00,0.4166
13.00,0.4086
13.00,0.4279
13.00,0.4070
13.00,0.4199
13.00,0.4062
13.00,0.4005
13.00,0.4053
13.00,0.4102
13.00,0.4013
13.00,0.4279
13.00,0.4110
13.00,0.4182
13.00,0.4070
13.00,0.4199
13.00,0.4158
13.00,0.4199
13.00,0.4199
13.00,0.4070
13.00,0.4078
13.00,0.4102
13.00,0.3973
13.00,0.4118
13.00,0.4166
13.00,0.4118
13.00,0.4029
13.00,0.4078
13.00,0.4078
13.00,0.4215
13.00,0.4102
13.00,0.4126
13.00,0.4053
13.00,0.4053
13.00,0.4070
13.00,0.4102
13.00,0.4263
13.00,0.4045
13.00,0.4182
13.00,0.4207
13.50,0.3892
13.50,0.3892
13.50,0.4053
13.50,0.3933
13.50,0.3860
13.50,0.3908
13.50,0.3812
13.50,0.3933
13.50,0.3876
13.50,0.3965
13.50,0.3828
13.50,0.3941
13.50,0.3925
13.50,0.3908
13.50,0.3941
13.50,0.3965
13.50,0.3989
13.50,0.4021
13.50,0.3949
13.50,0.3973
13.50,0.3925
13.50,0.3796
13.50,0.3844
13.50,0.3973
13.50,0.3965
13.50,0.3957
13.50,0.3860
13.50,0.3860
13.50,0.3933
13.50,0.3892
13.50,0.3844
13.50,0.3916
13.50,0.3908
13.50,0.3933
13.50,0.3908
13.50,0.3908
13.50,0.3844
13.50,0.3844
13.50,0.3965
13.50,0.3916
13.50,0.3908
13.50,0.3820
13.50,0.3844
13.50,0.3925
13.50,0.3892
13.50,0.3925
13.50,0.3941
13.50,0.3989
13.50,0.3925
13.50,0.3892
13.50,0.3884
13.50,0.4094
13.50,0.3860
13.50,0.3916
13.50,0.3973
13.50,0.3973
13.50,0.3836
13.50,0.3892
13.50,0.3941
13.50,0.3828
13.50,0.3860
13.50,0.3925
13.50,0.3908
13.50,0.3941
13.50,0.3925
13.50,0.3925
13.50,0.3989
13.50,0.3925
13.50,0.3957
13.50,0.3860
13.50,0.3981
13.50,0.3925
13.50,0.3941
13.50,0.3925
13.50,0.4199
13.50,0.3828
13.50,0.3892
13.50,0.3892
13.50,0.3908
13.50,0.3925
13.50,0.3941
13.50,0.3908
13.50,0.3916
13.50,0.3925
13.50,0.3916
13.50,0.4174
13.50,0.3916
13.50,0.3860
13.50,0.3900
13.50,0.4021
13.50,0.3852
13.50,0.3876
13.50,0.3933
13.50,0.3973
13.50,0.3941
13.50,0.3892
13.50,0.3925
13.50,0.3941
13.50,0.3925
13.50,0.3892
14.00,0.3683
14.00,0.3723
14.00,0.3723
14.00,0.3602
14.00,0.3683
14.00,0.3771
14.00,0.3933
14.00,0.3691
14.00,0.3642
14.00,0.3723
14.00,0.3779
14.00,0.3715
14.00,0.3731
14.00,0.3731
14.00,0.3763
14.00,0.3739
14.00,0.3699
14.00,0.3715
14.00,0.3844
14.00,0.3691
14.00,0.3723
14.00,0.3796
14.00,0.3860
14.00,0.3699
14.00,0.3715
14.00,0.3731
14.00,0.4021
14.00,0.3667
14.00,0.3699
14.00,0.3763
14.00,0.3699
14.00,0.3707
14.00,0.3699
14.00,0.3796
14.00,0.3699
14.00,0.3739
14.00,0.3667
14.00,0.3683
14.00,0.3699
14.00,0.3779
14.00,0.3763
14.00,0.3699
14.00,0.3659
14.00,0.3755
14.00,0.3747
14.00,0.3755
14.00,0.3667
14.00,0.3763
14.00,0.3683
14.00,0.3739
14.00,0.3723
14.00,0.3731
14.00,0.3683
14.00,0.3763
14.00,0.3715
14.00,0.3747
14.00,0.3691
14.00,0.3699
14.00,0.3771
14.00,0.3723
14.00,0.3763
14.00,0.3844
14.00,0.3683
14.00,0.3763
14.00,0.3771
14.00,0.3828
14.00,0.3699
14.00,0.3715
14.00,0.3723
14.00,0.3755
14.00,0.3683
14.00,0.3707
14.00,0.3699
14.00,0.3731
14.00,0.3763
14.00,0.3763
14.00,0.3747
14.00,0.3820
14.00,0.3691
14.00,0.3699
14.00,0.3683
14.00,0.3908
14.00,0.3779
14.00,0.3715
14.00,0.3771
14.00,0.3860
14.00,0.3739
14.00,0.3707
14.00,0.3707
14.00,0.3747
14.00,0.3667
14.00,0.3675
14.00,0.3763
14.00,0.3715
14.00,0.3731
14.00,0.3667
14.00,0.3731
14.00,0.3707
14.00,0.3731
14.00,0.3723
